dataset,model,acc_mean,acc_std,f1_mean,f1_std,kappa_mean,kappa_std,mean_fit_sec
motor_imagery,FBCSP+LDA,0.99375,0.007654655446197431,0.9937438905180841,0.007662138002840825,0.9916666666666666,0.010206207261596593,1.157053327560425
motor_imagery,EEGNet,0.875,0.12997896464428388,0.8757478606731862,0.13037471027326902,0.8333333333333333,0.1733052861923785,7.724453783035278
mental_arithmetic,FBCSP+LDA,0.98125,0.011692679333668566,0.9812362547846419,0.011705335329417707,0.9625,0.023385358667337132,0.8331309795379639
mental_arithmetic,EEGNet,0.796875,0.23613919359140703,0.743683511593399,0.30137783800136586,0.59375,0.47227838718281406,6.257296943664551
